"movieId","movieTitle","movieYear","movieURL","movieRank","critic_score","audience_score"
"963448dc-df1d-3125-aa10-639748f56fb0","L.A. Confidential",1997,"https://www.rottentomatoes.com/m/la_confidential",1,"99%","94%"
"5aa3be92-ee5f-3302-93a1-aba38151e6bc","The Godfather",1972,"https://www.rottentomatoes.com/m/the_godfather",2,"97%","98%"
"744d4aea-e6ad-3c9a-9723-ee9b10505b98","Casablanca",1942,"https://www.rottentomatoes.com/m/1003707-casablanca",3,"99%","95%"
"e82e8623-76fa-3a2a-9fc3-1f5ce4fb4768","Seven Samurai",1954,"https://www.rottentomatoes.com/m/seven_samurai_1956",4,"100%","97%"
"a82538f5-e84b-32e8-9a49-2872b563d583","Parasite",2019,"https://www.rottentomatoes.com/m/parasite_2019",5,"99%","90%"
"dc41988b-1081-351f-b735-95ce61a8f5ad","Schindler's List",1993,"https://www.rottentomatoes.com/m/schindlers_list",6,"98%","97%"
"db97d08b-0855-3d42-890f-829fddbdb1fa","Top Gun: Maverick",2022,"https://www.rottentomatoes.com/m/top_gun_maverick",7,"96%","99%"
"6bacd7ec-76c9-3f40-b69a-cde708c3ac01","Toy Story 2",1999,"https://www.rottentomatoes.com/m/toy_story_2",8,"100%","87%"
"a64d86c4-8a6b-39f9-a750-23b12f06adbf","Chinatown",1974,"https://www.rottentomatoes.com/m/chinatown",9,"98%","93%"
"065fb5ae-802f-39c0-bd91-8e8757e53f1f","On the Waterfront",1954,"https://www.rottentomatoes.com/m/on_the_waterfront",10,"99%","95%"
"ae237566-9a4e-3ddd-8d11-8b17902f0660","The Battle of Algiers",1966,"https://www.rottentomatoes.com/m/the_battle_of_algiers",11,"99%","95%"
"48f742e7-d657-38bc-ad26-ff9e52e79073","Toy Story",1995,"https://www.rottentomatoes.com/m/toy_story",12,"100%","92%"
"3f6ec438-dabc-3e8a-b27a-cc859c66d065","Rear Window",1954,"https://www.rottentomatoes.com/m/1017289-rear_window",13,"98%","95%"
"9499525e-338d-3fd9-bb20-503b61f9a446","Modern Times",1936,"https://www.rottentomatoes.com/m/modern_times",14,"98%","95%"
"cce9361c-4dba-3321-9d0a-60a8623c465c","How to Train Your Dragon",2010,"https://www.rottentomatoes.com/m/how_to_train_your_dragon",15,"99%","91%"
"2becdd54-961d-384e-90c6-3ce9852d658f","All About Eve",1950,"https://www.rottentomatoes.com/m/1000626-all_about_eve",16,"99%","94%"
"088f0a18-b2cb-3257-ac4c-367ef2c49e97","Spirited Away",2001,"https://www.rottentomatoes.com/m/spirited_away",17,"96%","96%"
"2d49ba33-54d4-337c-9f27-f05a9349ed12","Up",2009,"https://www.rottentomatoes.com/m/up",18,"98%","90%"
"f72a78f3-fd5f-37a7-8578-b76cf0d71b59","The Third Man",1949,"https://www.rottentomatoes.com/m/the_third_man",19,"99%","93%"
"b8611440-e6ac-37f2-b68e-7f4a001fee09","Spotlight",2015,"https://www.rottentomatoes.com/m/spotlight_2015",20,"97%","93%"
"4517f650-c60a-4edc-b37e-9236213c2b93","Spider-Man: Into the Spider-Verse",2018,"https://www.rottentomatoes.com/m/spider_man_into_the_spider_verse",21,"97%","94%"
"a5a28373-c2f8-3e44-86f7-029f84fc100d","The Philadelphia Story",1940,"https://www.rottentomatoes.com/m/philadelphia_story",22,"100%","93%"
"f3b83be1-931e-3f5e-91ab-9c1148d6c0e6","Finding Nemo",2003,"https://www.rottentomatoes.com/m/finding_nemo",23,"99%","86%"
"6da4d992-97ca-3acc-834c-37c1ad34872c","Singin' in the Rain",1952,"https://www.rottentomatoes.com/m/singin_in_the_rain",24,"100%","95%"
"7b7f4c61-df44-3341-92a8-05e2a5392c83","12 Angry Men",1957,"https://www.rottentomatoes.com/m/1000013_12_angry_men",25,"100%","97%"
"9ca85aae-f704-379e-a1ea-26990e4ddf83","Toy Story 3",2010,"https://www.rottentomatoes.com/m/toy_story_3",26,"98%","90%"
"658a2496-f83a-392a-b370-9abfa8a0cc9e","Sunset Boulevard",1950,"https://www.rottentomatoes.com/m/sunset_boulevard",27,"98%","94%"
"e409e2f7-0f17-333f-bb91-04fb5f69cbd0","Coco",2017,"https://www.rottentomatoes.com/m/coco_2017",28,"97%","94%"
"a0f4eb8f-d33c-38f7-84cf-d3bfc2ffc714","The Godfather, Part II",1974,"https://www.rottentomatoes.com/m/godfather_part_ii",29,"96%","97%"
"43fd2e63-e6b4-311d-9de8-f712045641aa","Three Colors: Red",1994,"https://www.rottentomatoes.com/m/three_colors_red",30,"100%","94%"
"c73656b8-5e8a-3848-8df1-6aa864b48872","Selma",2014,"https://www.rottentomatoes.com/m/selma",31,"99%","86%"
"aec21e9b-16de-3ab4-83ce-5e36094ee689","Zootopia",2016,"https://www.rottentomatoes.com/m/zootopia",32,"98%","92%"
"18af2553-dc8f-3607-a605-92e907068433","Citizen Kane",1941,"https://www.rottentomatoes.com/m/citizen_kane",33,"99%","90%"
"09291ad9-40e1-3e17-af71-e1dcafb81921","Annie Hall",1977,"https://www.rottentomatoes.com/m/annie_hall",34,"97%","92%"
"985e183e-108c-3b26-8b9e-0f89f086013b","Cool Hand Luke",1967,"https://www.rottentomatoes.com/m/cool_hand_luke",35,"100%","95%"
"65021aba-fbbf-3c55-b038-4d324afb1a96","The Holdovers",2023,"https://www.rottentomatoes.com/m/the_holdovers",36,"97%","92%"
"d7243dcc-df4e-3a21-9ebc-4af39d28c02a","Inside Out",2015,"https://www.rottentomatoes.com/m/inside_out_2015",37,"98%","89%"
"459b82e0-0535-3c5a-a84c-f7a5920d0028","Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb",1964,"https://www.rottentomatoes.com/m/dr_strangelove",38,"98%","94%"
"10e1ff86-81ad-37d3-acdb-b9ede501fa1a","Let the Right One In",2008,"https://www.rottentomatoes.com/m/let_the_right_one_in",39,"98%","90%"
"35e97dbc-aef3-3121-b204-f814ca098b70","The Lord of the Rings: The Two Towers",2002,"https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers",40,"95%","95%"
"8a363780-1f11-340c-8ecb-cf0487ff47f2","Knives Out",2019,"https://www.rottentomatoes.com/m/knives_out",41,"97%","92%"
"1cd7b573-ec6a-3a9f-a4cc-54c560de1eea","M",1931,"https://www.rottentomatoes.com/m/1012928-m",42,"100%","95%"
"e0b25a6e-2d4f-3688-af28-49df978f4a94","Toy Story 4",2019,"https://www.rottentomatoes.com/m/toy_story_4",43,"97%","94%"
"ee438b82-dee4-3480-8954-2f57fad5c836","The Wrestler",2008,"https://www.rottentomatoes.com/m/the_wrestler",44,"98%","88%"
"3177e2cc-e4bf-3e57-9894-5ccf0bb68682","Goodfellas",1990,"https://www.rottentomatoes.com/m/1032176-goodfellas",45,"95%","97%"
"80f30474-3ac3-36c7-a43b-648d1a627432","The Wizard of Oz",1939,"https://www.rottentomatoes.com/m/the_wizard_of_oz_1939",46,"98%","89%"
"819e3da2-48e0-316a-ae57-4d2e2ff9dc78","Double Indemnity",1944,"https://www.rottentomatoes.com/m/double_indemnity",47,"97%","95%"
"e727c525-ad2d-3873-b10c-40fc59266318","Psycho",1960,"https://www.rottentomatoes.com/m/psycho",48,"97%","95%"
"f5fae57c-4705-366a-9a38-141f567d6c7c","Paddington 2",2017,"https://www.rottentomatoes.com/m/paddington_2",49,"99%","88%"
"5df7aa13-78d1-346f-9a96-23927af29207","Before Sunrise",1995,"https://www.rottentomatoes.com/m/before_sunrise",50,"100%","93%"
"6263201f-baf8-3312-a482-f8dec3edd662","The Dark Knight",2008,"https://www.rottentomatoes.com/m/the_dark_knight",51,"94%","94%"
"916f85d7-666b-32cd-8110-ff2cf925f2a7","The Maltese Falcon",1941,"https://www.rottentomatoes.com/m/1013139-maltese_falcon",52,"99%","91%"
"72619c50-e028-3cfe-ae53-6cb86204389c","It Happened One Night",1934,"https://www.rottentomatoes.com/m/it_happened_one_night",53,"98%","93%"
"95167af3-87b6-3c50-a13a-7327f46ecbc9","The Wages of Fear",1953,"https://www.rottentomatoes.com/m/wages_of_fear",54,"100%","95%"
"5a2dbf14-b761-3311-aea9-ed46d79200f8","North by Northwest",1959,"https://www.rottentomatoes.com/m/north_by_northwest",55,"97%","94%"
"df5c8a0d-eab9-3790-9efb-5b3ca254e954","Bicycle Thieves",1948,"https://www.rottentomatoes.com/m/bicycle_thieves",56,"99%","94%"
"6f73d4fd-3cd3-3bea-a403-81c5a6cb043f","Alien",1979,"https://www.rottentomatoes.com/m/alien",57,"93%","94%"
"b482178d-2077-304a-bb69-7437b4f8439d","Argo",2012,"https://www.rottentomatoes.com/m/argo_2012",58,"96%","90%"
"1d826680-7a29-3609-ba5f-0d8b641a1191","Get Out",2017,"https://www.rottentomatoes.com/m/get_out",59,"98%","86%"
"b70c2dc6-41e7-3240-a38f-5f5e5018eeb1","The Kid",1921,"https://www.rottentomatoes.com/m/1052609-kid",60,"100%","95%"
"13881ac0-7e95-3889-bb57-8d3efc43dc1d","Mission: Impossible - Dead Reckoning Part One",2023,"https://www.rottentomatoes.com/m/mission_impossible_dead_reckoning_part_one",61,"96%","94%"
"25521cc6-f394-31e0-97c8-bfe62f9b4ef4","The Pianist",2002,"https://www.rottentomatoes.com/m/pianist",62,"95%","96%"
"45f7c269-0399-38a5-ba20-eef1d188ad52","Kind Hearts and Coronets",1949,"https://www.rottentomatoes.com/m/kind_hearts_and_coronets",63,"100%","94%"
"ecfc82ed-e044-3e1e-a16e-afc0e65647f8","The 400 Blows",1959,"https://www.rottentomatoes.com/m/400_blows",64,"99%","94%"
"478947ef-dfa5-3661-b78e-e88de0f3ed9e","Grave of the Fireflies",1988,"https://www.rottentomatoes.com/m/grave_of_the_fireflies",65,"100%","95%"
"efa23598-43de-3bfd-8fb6-7f21fb43703c","The Big Sick",2017,"https://www.rottentomatoes.com/m/the_big_sick",66,"98%","88%"
"1ff1af44-e62b-4278-b21f-06e1a77f634e","Minari",2020,"https://www.rottentomatoes.com/m/minari",67,"98%","87%"
"887fc1d3-bdda-396e-8ff6-eb035e78a718","Portrait of a Lady on Fire",2019,"https://www.rottentomatoes.com/m/portrait_of_a_lady_on_fire",68,"97%","92%"
"5f52ed04-5a0d-3e4c-bc90-67e65d6df169","The Treasure of the Sierra Madre",1948,"https://www.rottentomatoes.com/m/treasure_of_the_sierra_madre",69,"100%","93%"
"97a518ca-7418-3d18-92fd-e8ca1ebf4a6a","Apocalypse Now",1979,"https://www.rottentomatoes.com/m/apocalypse_now",70,"97%","94%"
"5004f9bf-acc7-3c99-8e7f-208a7a692f1f","Mission: Impossible - Fallout",2018,"https://www.rottentomatoes.com/m/mission_impossible_fallout",71,"97%","88%"
"3e74c589-5ec6-3b26-9836-624007927333","The Last Picture Show",1971,"https://www.rottentomatoes.com/m/last_picture_show",72,"98%","89%"
"80e311e7-8891-3ac5-9487-bd07dcfa2214","Tampopo",1985,"https://www.rottentomatoes.com/m/tampopo",73,"100%","93%"
"680ec6a1-da95-3c02-8690-7c23f1d18180","Mad Max: Fury Road",2015,"https://www.rottentomatoes.com/m/mad_max_fury_road",74,"97%","86%"
"0884b31e-1688-315c-877a-0adf11c31f4d","Tokyo Story",1953,"https://www.rottentomatoes.com/m/tokyo_story",75,"100%","93%"
"54438ade-99ad-3043-801b-8ac09597be3a","A Hard Day's Night",1964,"https://www.rottentomatoes.com/m/beatles_a_hard_days_night",76,"98%","89%"
"8e497f00-f9c0-3e6c-8526-969077b790df","Metropolis",1927,"https://www.rottentomatoes.com/m/1013775-metropolis",77,"97%","92%"
"0add1933-07c1-375a-b5bd-56a5445b368f","Good Will Hunting",1997,"https://www.rottentomatoes.com/m/good_will_hunting",78,"97%","94%"
"31380a24-d8b9-309c-9919-2a296414f7d4","The Gold Rush",1925,"https://www.rottentomatoes.com/m/the_gold_rush",79,"100%","93%"
"90e35ce9-3f7e-3eb4-b2e5-7df6c74430a4","Aliens",1986,"https://www.rottentomatoes.com/m/1000617-aliens",80,"98%","94%"
"27539355-4940-4c29-aaab-d3fe4dafa4ee","Spider-Man: Across the Spider-Verse",2023,"https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse",81,"95%","94%"
"675cb9c6-b034-3df0-a84b-7c15503faacb","The Good, the Bad and the Ugly",1967,"https://www.rottentomatoes.com/m/the_good_the_bad_and_the_ugly",82,"97%","97%"
"62eb1e24-77d1-3c56-8a3e-a0e37ecc23cb","Harry Potter and the Deathly Hallows: Part 2",2011,"https://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_2",83,"96%","89%"
"942088eb-e38c-3ff9-ab49-849a87b266a6","The Silence of the Lambs",1991,"https://www.rottentomatoes.com/m/silence_of_the_lambs",84,"95%","95%"
"515fed5b-c341-3a03-b0d8-3cf47eefd142","Fanny and Alexander",1982,"https://www.rottentomatoes.com/m/fanny_and_alexander",85,"100%","94%"
"5fb90048-1f1f-3c08-ba4e-afded91a1afb","Laura",1944,"https://www.rottentomatoes.com/m/1012007-laura",86,"100%","90%"
"ed40786e-969a-33bc-b668-7ab63efd51b8","The Shop Around the Corner",1940,"https://www.rottentomatoes.com/m/shop_around_the_corner",87,"99%","91%"
"7ca8768d-04d5-3766-ba6a-9b25482a6223","His Girl Friday",1940,"https://www.rottentomatoes.com/m/his_girl_friday",88,"99%","90%"
"6d478192-b5bc-36ec-b3b3-e194ba4356a4","All Quiet on the Western Front",1930,"https://www.rottentomatoes.com/m/all_quiet_on_the_western_front",89,"98%","89%"
"e517727b-63d5-3351-94e8-20c900fa0cca","Monsters, Inc.",2001,"https://www.rottentomatoes.com/m/monsters_inc",90,"96%","90%"
"d4ec545d-84b1-33f8-a3b9-c197e7891532","Nights of Cabiria",1957,"https://www.rottentomatoes.com/m/nights_of_cabiria",91,"100%","94%"
"14a2ed15-4299-39a5-aadc-0ba1cfd38991","Pather Panchali",1955,"https://www.rottentomatoes.com/m/pather_panchali",92,"98%","93%"
"718dd15b-50ee-3090-84c7-13244b587b00","Meet Me in St. Louis",1944,"https://www.rottentomatoes.com/m/meet_me_in_st_louis",93,"100%","87%"
"81b2324e-0627-37c1-b81d-4d5373aa56cd","Witness for the Prosecution",1957,"https://www.rottentomatoes.com/m/witness_for_the_prosecution",94,"100%","95%"
"fa23a5f6-f0af-3dd5-a631-d048ba4ee238","Eighth Grade",2018,"https://www.rottentomatoes.com/m/eighth_grade",95,"99%","82%"
"06098bb8-1615-3526-8f8b-7d72dff39f4d","Rebecca",1940,"https://www.rottentomatoes.com/m/1017293-rebecca",96,"98%","92%"
"fcfec707-2884-3f1c-9030-0cc110f96628","Stalker",1979,"https://www.rottentomatoes.com/m/1043378-stalker",97,"100%","92%"
"f98207b6-9ad5-3b3f-9e41-68e8999fcf5e","The Terminator",1984,"https://www.rottentomatoes.com/m/terminator",98,"100%","89%"
"374dfe3c-95e5-389f-a66d-1a3dab5f2685","Memento",2000,"https://www.rottentomatoes.com/m/memento",99,"94%","94%"
"ce0823f8-bd85-3ab1-9312-a14ecaeeb5a5","The Social Network",2010,"https://www.rottentomatoes.com/m/the-social-network",100,"96%","87%"
"c411a440-12fb-3d4d-a25a-f1bd1e6d3a01","The Hurt Locker",2008,"https://www.rottentomatoes.com/m/the_hurt_locker",101,"96%","84%"
"7d074b33-9879-3956-9d3e-2ddfe0c99c13","12 Years a Slave",2013,"https://www.rottentomatoes.com/m/12_years_a_slave",102,"95%","90%"
"b152a9ee-a9e1-3e9f-b953-1543e04f3652","Catch Me if You Can",2002,"https://www.rottentomatoes.com/m/catch_me_if_you_can",103,"96%","89%"
"52ddc46f-ea5e-312f-b983-3f04a353a290","Jaws",1975,"https://www.rottentomatoes.com/m/jaws",104,"97%","90%"
"98a00fec-af83-3634-b118-75a76579089a","A Man Escaped",1956,"https://www.rottentomatoes.com/m/a_man_escaped",105,"100%","93%"
"897fb889-f5c7-3838-a525-1ab420bdab20","Pan's Labyrinth",2006,"https://www.rottentomatoes.com/m/pans_labyrinth",106,"95%","91%"
"2dd94fec-3692-385d-bc80-6c8888bea303","The Red Shoes",1948,"https://www.rottentomatoes.com/m/1017346-red_shoes",107,"99%","91%"
"4c4cbc7e-82b2-349d-9366-b5be6b4eec15","Anatomy of a Murder",1959,"https://www.rottentomatoes.com/m/anatomy-of-a-murder",108,"100%","91%"
"ea36363e-13d4-33fa-896a-ce45c829715f","Das Boot",1981,"https://www.rottentomatoes.com/m/das_boot",109,"98%","96%"
"29195c3f-3274-38c0-862b-7bb76cdecd80","Ikiru",1952,"https://www.rottentomatoes.com/m/ikiru",110,"98%","97%"
"43082028-b499-31a0-97c3-6593a07b0544","Open City",1945,"https://www.rottentomatoes.com/m/open_city",111,"100%","92%"
"8fbd0d9d-87be-3170-a0ff-611e657bb0b8","Lady Bird",2017,"https://www.rottentomatoes.com/m/lady_bird",112,"99%","79%"
"3c49fd32-79c4-3ef1-9ae2-0b14c898bb04","Hunt for the Wilderpeople",2016,"https://www.rottentomatoes.com/m/hunt_for_the_wilderpeople",113,"97%","91%"
"3c6cb9d3-c86a-3be5-8935-f6d4af5e6f3f","Hell or High Water",2016,"https://www.rottentomatoes.com/m/hell_or_high_water",114,"97%","88%"
"3f4e7c79-b150-3df8-96e3-1c6c89e81f63","Army of Shadows",1969,"https://www.rottentomatoes.com/m/army_of_shadows",115,"97%","94%"
"1928cacf-01cd-37a8-b3af-95394c2f060b","007: Goldfinger",1964,"https://www.rottentomatoes.com/m/goldfinger",116,"99%","89%"
"508bfc6a-1f39-3323-9ccd-998e8df3a48e","The Lady Eve",1941,"https://www.rottentomatoes.com/m/lady_eve",117,"99%","87%"
"d088c6b6-1f9c-31a1-8967-80ebfc401311","Saving Private Ryan",1998,"https://www.rottentomatoes.com/m/saving_private_ryan",118,"94%","95%"
"86d13a34-b57d-30ab-9fbe-948223cfbb96","Ratatouille",2007,"https://www.rottentomatoes.com/m/ratatouille",119,"96%","87%"
"94813ccb-6c7d-3e0a-a635-81d828ab78ab","Star Trek",2009,"https://www.rottentomatoes.com/m/star_trek_11",120,"94%","91%"
"7bceb610-fd4e-3940-ab5b-589b5938c0fe","The Iron Giant",1999,"https://www.rottentomatoes.com/m/iron_giant",121,"96%","90%"
"76eeda7f-765c-3cbf-ad5f-66361b077c97","Monty Python and the Holy Grail",1975,"https://www.rottentomatoes.com/m/monty_python_and_the_holy_grail",122,"96%","95%"
"e2bff218-467b-3595-ae11-c62d690641ad","Star Wars: Episode IV - A New Hope",1977,"https://www.rottentomatoes.com/m/star_wars_episode_iv_a_new_hope",123,"93%","96%"
"87c1213c-e77d-36b5-9429-870cfa93186e","Shadow of a Doubt",1943,"https://www.rottentomatoes.com/m/1018688-shadow_of_a_doubt",124,"100%","89%"
"4c42565e-9037-38bb-974f-d24395df2f1e","WALL-E",2008,"https://www.rottentomatoes.com/m/wall_e",125,"95%","90%"
"e27346ae-d9fc-3c3e-b283-6d3dc8d23ea8","Brooklyn",2015,"https://www.rottentomatoes.com/m/brooklyn",126,"97%","87%"
"24790a59-b0f6-34d5-9535-75e4c31a509c","Mr. Smith Goes to Washington",1939,"https://www.rottentomatoes.com/m/mr_smith_goes_to_washington",127,"97%","94%"
"37409a82-f3ab-3187-b0da-efeefa489456","Spider-Man: No Way Home",2021,"https://www.rottentomatoes.com/m/spider_man_no_way_home",128,"93%","98%"
"e6eb036c-963e-388d-bfa9-3969e9c0d252","The Best Years of Our Lives",1946,"https://www.rottentomatoes.com/m/best_years_of_our_lives",129,"97%","93%"
"738ea3c9-4819-36af-b506-36955f7360b1","The Bridge on the River Kwai",1957,"https://www.rottentomatoes.com/m/bridge_on_the_river_kwai",130,"96%","93%"
"c5cc21c8-6886-3e7a-b7cd-7b92492d66c0","Ali: Fear Eats the Soul",1974,"https://www.rottentomatoes.com/m/fear_of_fear",131,"100%","91%"
"c62078dd-d6b3-3b26-8710-b940fe6638c5","Whiplash",2014,"https://www.rottentomatoes.com/m/whiplash_2014",132,"94%","94%"
"94d88418-a98d-4c0f-b64a-3bffa6ae8d18","The Farewell",2019,"https://www.rottentomatoes.com/m/the_farewell_2019",133,"97%","87%"
